Title,Doi,Publisher Name,Journal Title,License,Total Amount,Payment Year,Payment Date,Institution,Institution grid id
Free-Running Cardiac and Respiratory Motion-Resolved 5D Whole-Heart Coronary MR Angiography in Pediatric Cardiac Patients Using Ferumoxytol,10.1186/s12968-022-00871-3,Elsevier,Journal of Cardiovascular Magnetic Resonance,CC-BY 4.0,506.2149,2022,2022-06-16,ORG20754,grid.9851.5
"First evidence of Proganochelys quenstedtii (Testudinata) from the Plateosaurus bonebeds (Norian, Late Triassic) of Frick, Canton Aargau, Switzerland",NA,Birkhäuser Verlag,Swiss Journal of Palaeontology,NA,1085.13,2022,2022-09-28,ORG63170,grid.7400.3
Specific and Nonspecific Factors of Animal-Assisted Interventions: A Systematic Review,10.3389/fpsyg.2022.931347,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,3064.085,2022,2022-06-23,ORG45610,grid.6612.3
Neutralization capacity of antibodies elicited through homologous or heterologous infection or vaccination against SARS-CoV-2 VOCs,NA,Nature Research,Nature Communications,CC-BY 4.0,5207.168,2022,2022-07-14,ORG1032151,grid.8591.5
Characterization of regulatory transcriptional mechanisms in hepatocyte lipotoxicity,NA,Nature Research,Scientific Reports,CC-BY 4.0,2071.159,2022,2022-07-14,ORG45610,grid.6612.3
Indigenous noble gases in the Moon’s interior,10.1126/sciadv.abl4920,American Association for the Advancement of Science,Science Advances,CC-BY 4.0,3706.396,2022,2022-07-05,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
A bistable prokaryotic differentiation system underlying development of conjugative transfer competence.,10.1371/journal.pgen.1010286,Public Library of Science,PLoS Genetics,CC-BY 4.0,2487.442,2022,2022-07-28,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
"Geodynamic and Isotopic Constraints on the Genesis of Kimberlites, Lamproites and Related Magmas From the Finnish Segment of the Karelian Craton",10.1029/2021GC010324,Geochemical Society,"Geochemistry, Geophysics, Geosystems",NA,2425.676,2022,2022-07-28,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Resonant Inelastic X-Ray Scattering Study of Electron-Exciton Coupling in High-Tc Cuprates,10.1103/PhysRevX.12.021068,American Physical Society,Physical Review X,CC-BY 4.0,4149.8,2023,2023-08-28,ORG1032151,grid.8591.5
Evaluating the Antagonistic Potential of Actinomycete Strains Isolated From Sudan's Soils Against Phytophthora infestans.,10.3389/fmicb.2022.827824,Frontiers Media,Frontiers in Microbiology,CC-BY 4.0,3127.116,2022,2022-06-16,University of Fribourg,grid.8534.a
Scanning gradiometry with a single spin quantum magnetometer,10.1038/s41467-022-31454-6,Nature Research,Nature Communications,CC-BY 4.0,5207.168,2022,2022-07-14,ETH Zurich,grid.5801.c
Classifying soft self-assembled materials via unsupervised machine learning of defects,NA,Nature Research,Communications Chemistry,CC-BY 4.0,3006.348,2022,2022-08-04,07C076A6-44A1-4E1C-9BE8-43DBE27AE0D5,grid.16058.3a
"Are species more harmful in their native, neonative or alien range? Insights from a global analysis of bark beetles",10.1111/ddi.13585,Wiley Open Access,Diversity and Distributions,CC-BY 4.0,2608.023,2022,2022-06-09,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Stem girth changes in response to soil water potential in lowland dipterocarp forest in Borneo: An individualistic time-series analysis,10.1371/journal.pone.0270140,Public Library of Science,PLoS ONE,CC-BY 4.0,1694.768,2022,2022-07-05,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Insights Gained From Zebrafish Models for the Ciliopathy Joubert Syndrome,10.3389/fgene.2022.939527,Frontiers Media,Frontiers in Genetics,CC-BY 4.0,3127.116,2022,2022-06-16,ORG63170,grid.7400.3
The Evolution of Food Calls: Vocal Behaviour of Sooty Mangabeys in the Presence of Food.,10.3389/fpsyg.2022.897318,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,3058.186,2022,2022-08-04,FF7949FF-3C26-4FFA-8FE7-C95F091B67BD,grid.1005.4
Wigner formulation of thermal transport in solids,NA,American Physical Society,Physical Review X,NA,3954.132,2022,2022-07-14,ORG1063829,grid.5335.0
How to Recognize the Universal Aspects of Mott Criticality?,10.3390/cryst12070932,MDPI,Crystals,CC-BY 4.0,1077,2022,2022-06-09,University of Geneva,grid.8591.5
Analysis of the Hypoxic Response in a Mouse Cortical Collecting Duct-Derived Cell Line Suggests That Esrra Is Partially Involved in Hif1α-Mediated Hypoxia-Inducible Gene Expression in mCCDcl1 Cells.,10.3390/ijms23137262,MDPI,International Journal of Molecular Sciences,CC-BY 4.0,1981.68,2022,2022-07-05,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
Vocal signals facilitate cooperative hunting in wild chimpanzees,10.1126/sciadv.abo5553,American Association for the Advancement of Science,Science Advances,CC-BY-NC,1890.569,2022,2022-07-14,ORG63170,grid.7400.3
Low predictive power of clinical features for relapse prediction after antidepressant discontinuation in a naturalistic setting,10.1038/s41598-022-13893-9,Nature Research,Scientific Reports,CC-BY 4.0,2191.794,2022,2022-08-25,ORG63170,grid.7400.3
Unique bone microanatomy reveals ancestry of subterranean  specializations in mammals,NA,Oxford University Press,Evolution Letters,NA,2397.354,2022,2022-11-10,ORG63170,grid.7400.3
Synthesis and direct assay of large macrocycle diversities by combinatorial late-stage modification at picomole scale,10.1038/s41467-022-31428-8,Nature Research,Nature Communications,CC-BY 4.0,5207.168,2022,2022-07-14,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Toward privacy-aware federated analytics of cohorts for smart mobility,10.3389/fcomp.2022.891206,Frontiers Media,Frontiers in Computer Science,CC-BY 4.0,1224.348,2022,2022-07-14,Università della Svizzera italiana,grid.29078.34
The extinct shark Otodus megalodon was a transoceanic super-predator: Inferences from 3D modelling,NA,American Association for the Advancement of Science,Science Advances,CC-BY-NC,4448.398,2022,2022-07-14,ORG63170,grid.7400.3
The distinct influence of different maternal mental health symptom profiles on infant sleep during the first year postpartum: a cross-sectional survey.,10.3390/diagnostics12071625,MDPI,Diagnostics,CC-BY 4.0,1550.88,2023,2023-06-12,ORG20754,grid.9851.5
Critically ill COVID-19 patients with neutralizing autoantibodies against type I interferons have increased risk of herpesvirus disease.,10.1371/journal.pbio.3001709,Public Library of Science,PLoS Biology,CC-BY 4.0,4335.678,2022,2022-06-23,University of Zurich,grid.7400.3
Reconstruction of transmission chains of SARS-CoV-2 amidst multiple outbreaks in a geriatric acute-care hospital: a combined retrospective epidemiological and genomic study.,10.7554/elife.76854,eLife Sciences Publications,eLife,CC-BY 4.0,2965.599,2022,2022-07-14,University of Geneva,grid.8591.5
Cytoglobin inhibits non-thermal plasma-induced apoptosis in melanoma cells through regulation of the NRF2-mediated antioxidant response.,10.1016/j.redox.2022.102399,Elsevier,Redox Biology,UNKNOWN,3378.293,2022,2022-08-25,University of Fribourg,grid.8534.a
Phonon-Suppressing Intermolecular Adhesives: Catechol-Based Broadband Organic THz Generators,NA,Wiley Open Access,Advanced Science,CC-BY 4.0,4632.144,2022,2022-07-14,515AF150-92B2-47B0-A615-DBE775854A32,grid.19739.35
Dynamic Assessment of Word Learning to Diagnose Developmental Language Disorder in French-Speaking Monolingual and Bilingual Children,10.3390/languages7030181,MDPI,Languages,CC-BY 4.0,1206.24,2022,2022-07-14,ORG1032151,grid.8591.5
Comparison of tissue tropism and host response to enteric and respiratory enteroviruses.,10.1371/journal.ppat.1010632,Public Library of Science,PLoS Pathogens,CC-BY 4.0,2487.442,2022,2022-07-28,"Epithelix SAS Geneva, Geneva, Switzerland.",NA
Bacterial Volatiles Known to Inhibit Phytophthora infestans Are Emitted on Potato Leaves by Pseudomonas Strains,NA,MDPI,Microorganisms,CC-BY 4.0,1292.4,2022,2022-07-14,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Deep learning for fast low-field MRI acquisitions.,10.1038/s41598-022-14039-7,Nature Research,Scientific Reports,CC-BY 4.0,2051.283,2022,2022-07-28,University of Basel,grid.6612.3
BET protein inhibition sensitizes glioblastoma cells to temozolomide treatment by attenuating MGMT expression,NA,Springer Nature [academic journals on nature.com],Cell Death & Disease,CC-BY 4.0,3672.444,2022,2022-12-12,University of Lausanne,grid.9851.5
Exploring the function of factor XIII free B-subunit: interactions with complement factors and a novel approach to identify potential binding partners,NA,Elsevier,Research and Practice in Thrombosis and Haemostasis,CC-BY 4.0,1440.755,2022,2022-07-14,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
The Role of Cognitive Performance and Physical Functions in the Association between Age and Gait Speed: A Mediation Study,10.3390/geriatrics7040073,MDPI,Geriatrics,CC-BY 4.0,1206.24,2022,2022-08-04,ORG1032151,grid.8591.5
Controllable Enzyme Immobilization via Simple and Quantitative Adsorption of Dendronized Polymer-Enzyme Conjugates Inside a Silica Monolith for Enzymatic Flow-Through Reactor Applications,10.1021/acsomega.2c02815,American Chemical Society,ACS Omega,CC-BY 4.0,1235.666,2022,2022-07-14,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
"The influence of biological, epidemiological, and treatment factors on the establishment and spread of drug-resistant Plasmodium falciparum.",10.7554/elife.77634,eLife Sciences Publications,eLife,CC-BY 4.0,2897.991,2022,2022-07-28,Swiss Tropical and Public Health Institute,grid.416786.a
The Effect of a Future-Self Avatar mHealth Intervention on Physical Activity and Food Purchases: The FutureMe Randomized Controlled Trial,10.2196/32487,JMIR Publications,Journal of Medical Internet Research,CC-BY 4.0,2771.305,2022,2022-08-04,839294D2-B5FC-4DE9-8FE3-89E00B4471D0,grid.15775.31
Neisseria gonorrhoeae limits Chlamydia trachomatis inclusion development and infectivity in a novel in vitro co-infection model,10.3389/fcimb.2022.911818,Frontiers Media,Frontiers in Cellular and Infection Microbiology,CC-BY 4.0,3064.085,2022,2022-06-23,ORG63170,grid.7400.3
Intervertebral disc cell chondroptosis elicits neutrophil response in Staphylococcus aureus spondylodiscitis.,10.3389/fimmu.2022.908211,Frontiers Media,Frontiers in Immunology,CC-BY 4.0,3140.718,2022,2022-07-14,C5F0BAE9-4808-464F-BE31-386CF974023B,grid.7400.3
ADAMTS18+ villus tip telocytes maintain a polarized VEGFA signaling domain and fenestrations in nutrient-absorbing intestinal blood,NA,Nature Research,Nature Communications,NA,5207.168,2022,2022-07-14,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Strand annealing and motor driven activities of SMARCAL1 and ZRANB3 are stimulated by RAD51 and the paralog complex,10.1093/nar/gkac583,Oxford University Press,Nucleic Acids Research,CC-BY 4.0,3133.34,2022,2022-09-15,ORG63170,grid.7400.3
Facilitators and Barriers to Sustainable Employment After Spinal Cord Injury or Acquired Brain Injury: The Person's Perspective,10.3389/fresc.2022.872782,Frontiers Media,Frontiers in Rehabilitation Sciences,CC-BY 4.0,1976.719,2022,2022-07-28,4A32FC75-68C7-402D-B641-6878A6B96C63,grid.419770.c
The Utility of an Online Forward Triage Tool During the SARS-CoV-2 Pandemic: Health Care Provider and Health Authority Perspectives,10.3389/fpubh.2022.845996,Frontiers Media,Frontiers in Public Health,CC-BY 4.0,3127.116,2022,2022-06-16,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Human basal and suprabasal keratinocytes after cultivation in vitro are both able to generate and maintain dermo-epidermal skin substitutes in long-term in vivo experiments,NA,MDPI,Cells,CC-BY 4.0,1895.52,2022,2022-07-14,C8C070AB-3D1F-42FF-9F5C-1D5F9366A692,grid.7400.3
Structural magnetic resonance imaging findings and histopathological correlations in motor neuron diseases—A systematic review and meta-analysis,10.3389/fneur.2022.947347,Frontiers Media,Frontiers in Neurology,CC-BY 4.0,3058.186,2022,2022-08-04,ORG63170,grid.7400.3
Secondary prevention of venous thromboembolism: Predictors and outcomes of guideline adherence in a long-term prospective cohort study.,10.3389/fcvm.2022.963528,Frontiers Media,Frontiers in Cardiovascular Medicine,CC-BY 4.0,2590.543,2022,2022-07-28,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Gestational diabetes mellitus and offspring’s carotid intima-media thickness at birth: MySweetHeart Cohort Study,NA,BMJ Publishing Group,BMJ Open,NA,2372.948,2022,2022-07-14,ORG20754,grid.9851.5
Socioeconomic position and the COVID-19 care cascade from testing to mortality in Switzerland: a population-based analysis,10.1016/S2468-2667(21)00160-2,Elsevier,The Lancet Public Health,CC-BY 4.0,4619.33,2022,2022-07-28,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
The role of ice-sheet topography in the Alpine hydro-climate at glacial times,10.5194/cp-18-1579-2022,Copernicus Publications,Climate of the Past,CC-BY 4.0,1566.784,2022,2022-07-28,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
"Prothrombinase-Induced Clotting Time to Measure Drug Concentrations of Rivaroxaban, Apixaban, and Edoxaban in Clinical Practice: A Cross-Sectional Study",10.3390/life12071027,MDPI,Life,CC-BY 4.0,1550.88,2022,2022-07-28,3DC7BF81-9C2A-4D13-B36D-8E302F479FEC,grid.469433.f
Quantification of empirical determinacy: the impact of likelihood weighting on posterior location and spread in Bayesian meta-analysis estimated with JAGS and R-INLA,NA,International Society for Bayesian Analysis (ISBA),Bayesian Analysis,CC-BY 4.0,652.0479,2022,2022-07-28,ORG63170,grid.7400.3
Aquatic organisms modulate the bioreactivity of engineered nanoparticles: focus on biomolecular corona,10.3389/ftox.2022.933186,Frontiers Media,Frontiers in Toxicology,CC-BY 4.0,1976.719,2022,2022-07-28,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
An update on computational anthropomorphic anatomical models,10.1177/20552076221111941,SAGE Publications,Digital Health,CC-BY-NC,1133.22,2023,2023-09-25,ORG1032151,grid.8591.5
Metamorphic Facies Distribution in the Western Alps Predicted by Petrological‐Thermomechanical Models of Syn‐Convergent Exhumation,10.1029/2021gc009898,Geochemical Society,"Geochemistry, Geophysics, Geosystems",NA,2430.436,2022,2022-08-04,ORG20754,grid.9851.5
"Effects and utility of an online forward triage tool during the SARS-CoV-2 pandemic: a mixed method study and patient perspectives, Switzerland.",10.1136/bmjopen-2021-059765,BMJ Publishing Group,BMJ Open,UNKNOWN,1788.695,2022,2022-06-16,B2F600E2-771C-4A18-94AB-AB0573A6FDCE,grid.413354.4
How Strigolactone Shapes Shoot Architecture,10.3389/fpls.2022.889045,Frontiers Media,Frontiers in Plant Science,CC-BY 4.0,3127.116,2022,2022-06-16,920D7570-A08D-46B4-A55F-9D0B1E7F40B2,NA
Resolution in species distribution models shapes spatial patterns of plant multifaceted diversity,NA,Oikos Editorial Office,Ecography,CC-BY 4.0,2478.408,2022,2022-07-28,61D86A6D-66D7-487D-A257-2C6B2BFC96F8,grid.424520.5
How frequent is absolute femoral retroversion in symptomatic patients with cam- and pincer-type femoroacetabular impingement?,10.1302/2633-1462.37.BJO-2022-0049.R1,British Editorial Society of Bone and Joint Surgery,Bone & Joint Open,CC-BY 4.0,1010.17,2022,2022-08-04,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Spatial patterns and climatic drivers of phylogenetic structure for ferns along the longest elevational gradient in the world,NA,Oikos Editorial Office,Ecography,NA,2516.355,2022,2022-10-26,ORG63170,grid.7400.3
Small RNAs derived from tRNA fragmentation regulate the functional maturation of neonatal b cells,10.1016/j.celrep.2022.111069,Cell Press,Cell Reports,CC-BY-NC-ND,4745.888,2022,2022-07-28,ORG20754,grid.9851.5
"COVID-19 Information-Seeking, Health Literacy, and Worry and Anxiety During the Early Stage of the Pandemic in Switzerland: A Cross-Sectional Study.",10.3389/ijph.2022.1604717,Frontiers Media,International Journal of Public Health,UNKNOWN,2477.1,2022,2022-08-04,E69DEC8D-AC91-4E34-B0C0-F179E7FBD0BE,grid.449852.6
Epi-drugs in heart failure,10.3389/fcvm.2022.923014,Frontiers Media,Frontiers in Cardiovascular Medicine,CC-BY 4.0,1942.91,2022,2022-07-28,ORG63170,grid.7400.3
The present and future of neural interfaces,10.3389/fnbot.2022.953968,Frontiers Media,Frontiers in Neurorobotics,CC-BY 4.0,1887.505,2022,2022-08-11,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
Dishing up Distinction: Language Materiality and Multimodal Coherence in Elite Foodways,10.3389/fcomm.2022.885010,Frontiers Media,Frontiers in Communication,CC-BY 4.0,1049.5,2022,2022-08-04,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Favorable winds speed up bird migration in spring but not in autumn,NA,Wiley Open Access,Ecology and Evolution,NA,1518.684,2022,2022-07-28,ORG20754,grid.9851.5
"Effects of 3,4-Methylenedioxymethamphetamine on Conditioned Fear Extinction and Retention in a Crossover Study in Healthy Subjects",10.3389/fphar.2022.906639,Frontiers Media,Frontiers in Pharmacology,CC-BY 4.0,3127.116,2022,2022-06-16,ORG45610,grid.6612.3
Bacteriophage Genetic Edition Using LSTM,10.3389/fbinf.2022.932319,Frontiers Media,Frontiers in Bioinformatics,CC-BY 4.0,2014.075,2022,2022-06-16,8512359a-34b7-40d5-9ddf-76dca10c3035,NA
A CD4+ T cell reference map delineates subtype-specific adaptation during acute and chronic viral infections,10.7554/eLife.76339,eLife Sciences Publications,eLife,CC-BY 4.0,2841.986,2022,2022-08-11,ORG20754,grid.9851.5
Improving Quality of Life for Residents of Biosphere Reserves and Nature Parks: Management Recommendations from Switzerland,NA,Taylor and Francis,"Sustainability: Science, Practice and Policy",NA,716.248,2022,2022-08-04,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Development of a Secondary Prevention Smartphone App for Students with Unhealthy Alcohol Use: Results from a Qualitative Assessment,NA,JMIR Publications,Journal of Medical Internet Research,CC-BY 4.0,1850.859,2023,2023-01-30,University of Lausanne,grid.9851.5
